id,filename,title,promoting,colour,process,year,designer,
GDA_Exhibitions_A1_2-0098,GDA_Exhibitions_A1_2-0098.jpg,Make Believe,Exhibition,White,Offset,1995,,
GDA_Exhibitions_A1_2-0099,GDA_Exhibitions_A1_2-0099.jpg,Faith & Reason,Exhibition,Green,Screenprint,1999,,
GDA_Exhibitions_A1_2-0100,GDA_Exhibitions_A1_2-0100.jpg,A Retrospective Exhibition of work by Norman Adams,Exhibition,Green,Screenprint,,,
GDA_Exhibitions_A1_2-0101,GDA_Exhibitions_A1_2-0101.jpg,And still there will be stories,Exhibition,Blue,Offset,1994,Carlo Targalia,
GDA_Exhibitions_A1_2-0102,GDA_Exhibitions_A1_2-0102.jpg,Pacovska,Exhibition,Red,Screenprint,1998,,
GDA_Exhibitions_A1_2-0103,GDA_Exhibitions_A1_2-0103.jpg,Printmaking and Sculpture,Exhibition,Red,Offset,2000,,
GDA_Exhibitions_A1_2-0104,GDA_Exhibitions_A1_2-0104.jpg,A Six Day Exploration/Exhibition of the Hockney Gallery,Exhibition,White,Offset,1999,,
GDA_Exhibitions_A1_2-0106,GDA_Exhibitions_A1_2-0106.jpg,Industrial Design Exhibition,Exhibition,White,Offset,1993,Jesper Stahl / Gary Lockton,
GDA_Exhibitions_A1_2-0107,GDA_Exhibitions_A1_2-0107.jpg,Show RCA,Exhibition,White,Digital,2009,,
GDA_Exhibitions_A1_2-0109,GDA_Exhibitions_A1_2-0109.jpg,Prince Alberts Vision,Exhibition,Multicoloured,Offset,1991,,
GDA_Exhibitions_A1_2-0110,GDA_Exhibitions_A1_2-0110.jpg,The Booth-Clibborn Collection,Exhibition,Multicoloured,Offset,1994,A Kimonski,
GDA_Exhibitions_A1_2-0111,GDA_Exhibitions_A1_2-0111.jpg,Sculpture Degree Show,Exhibition,Brown,Screenprint,1972,,
GDA_Film_Society_2_A1_2-0002,GDA_Film_Society_2_A1_2-0002.jpg,Only Two Can Play,Film Society,Blue,Screenprint,,,
GDA_Film_Society_2_A1_2-0003,GDA_Film_Society_2_A1_2-0003.jpg,That man From Rio,Film Society,Brown,Screenprint,,,
GDA_Film_Society_2_A1_2-0004,GDA_Film_Society_2_A1_2-0004.jpg,La Notte,Film Society,Black,Screenprint,,,
GDA_Film_Society_2_A1_2-0005,GDA_Film_Society_2_A1_2-0005.jpg,Paisa,Film Society,Brown,Hand,,John Sewell,
GDA_Film_Society_2_A1_2-0006,GDA_Film_Society_2_A1_2-0006.jpg,Derek Hambra,Film Society,Brown,Screenprint,,,
GDA_Film_Society_2_A1_2-0007,GDA_Film_Society_2_A1_2-0007.jpg,La Notte,Film Society,White,Screenprint,,,
GDA_Film_Society_2_A1_2-0008,GDA_Film_Society_2_A1_2-0008.jpg,Paris La Nuit,Film Society,White,Offset,,,
GDA_Film_Society_2_A1_2-0009,GDA_Film_Society_2_A1_2-0009.jpg,All the Kings Men,Film Society,White,Offset,,,
GDA_Film_Society_2_A1_2-0010,GDA_Film_Society_2_A1_2-0010.jpg,La Belle Vie,Film Society,White,Offset,,,
GDA_Film_Society_2_A1_2-0011,GDA_Film_Society_2_A1_2-0011.jpg,End as a Man,Film Society,White,Screenprint,,,
GDA_Film_Society_2_A1_2-0012,GDA_Film_Society_2_A1_2-0012.jpg,At the Circus,Film Society,Orange,Screenprint,,,
GDA_Film_Society_2_A1_2-0013,GDA_Film_Society_2_A1_2-0013.jpg,Eyes without a Face,Film Society,White,Offset,,,
GDA_Film_Society_2_A1_2-0014,GDA_Film_Society_2_A1_2-0014.jpg,A Taste of Honey,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0015,GDA_Film_Society_2_A1_2-0015.jpg,The Golem,Film Society,Green,Screenprint,,,
GDA_Film_Society_2_A1_2-0016,GDA_Film_Society_2_A1_2-0016.jpg,Death Notice,Film Society,Black,Screenprint,,,
GDA_Film_Society_2_A1_2-0017,GDA_Film_Society_2_A1_2-0017.jpg,Lili,Film Society,Orange,Hand,,,
GDA_Film_Society_2_A1_2-0018,GDA_Film_Society_2_A1_2-0018.jpg,Left Handed,Film Society,Blue,Screenprint,,,
GDA_Film_Society_2_A1_2-0019,GDA_Film_Society_2_A1_2-0019.jpg,Candide,Film Society,Red,Screenprint,1969,,
GDA_Film_Society_2_A1_2-0020,GDA_Film_Society_2_A1_2-0020.jpg,Hands over the City,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0021,GDA_Film_Society_2_A1_2-0021.jpg,Who are you Polly Maggoo,Film Society,Blue,Screenprint,,,
GDA_Film_Society_2_A1_2-0024,GDA_Film_Society_2_A1_2-0024.jpg,The...,Film Society,White,Letterpress,,,
GDA_Film_Society_2_A1_2-0025,GDA_Film_Society_2_A1_2-0025.jpg,Red River,Film Society,Orange,Screenprint,,,
GDA_Film_Society_2_A1_2-0026,GDA_Film_Society_2_A1_2-0026.jpg,Persona,Film Society,Multicoloured,Screenprint,1968,,
GDA_Film_Society_2_A1_2-0027,GDA_Film_Society_2_A1_2-0027.jpg,Fireworks,Film Society,Brown,Screenprint,,,
GDA_Film_Society_2_A1_2-0028,GDA_Film_Society_2_A1_2-0028.jpg,October,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0029,GDA_Film_Society_2_A1_2-0029.jpg,The Fireman's Ball,Film Society,Orange,Screenprint,,,
GDA_Film_Society_2_A1_2-0031,GDA_Film_Society_2_A1_2-0031.jpg,Hidden Fortress,Film Society,White,Screenprint,,,
GDA_Film_Society_2_A1_2-0032,GDA_Film_Society_2_A1_2-0032.jpg,Of 1000 Delights,Film Society,Yellow,Screenprint,1969,,
GDA_Film_Society_2_A1_2-0033,GDA_Film_Society_2_A1_2-0033.jpg,An Actors Revenge,Film Society,White,Screenprint,1963,,
GDA_Film_Society_2_A1_2-0034,GDA_Film_Society_2_A1_2-0034.jpg,The Cranes Are Flying,Film Society,White,Screenprint,,,
GDA_Film_Society_2_A1_2-0035,GDA_Film_Society_2_A1_2-0035.jpg,A Member of the Wedding,Film Society,Blue,Letterpress,,,
GDA_Film_Society_2_A1_2-0036,GDA_Film_Society_2_A1_2-0036.jpg,Paris Nous Appartient,Film Society,Orange,Screenprint,,,
GDA_Film_Society_2_A1_2-0037,GDA_Film_Society_2_A1_2-0037.jpg,Gods Against Tomorrow,Film Society,Orange,Screenprint,,,
GDA_Film_Society_2_A1_2-0041,GDA_Film_Society_2_A1_2-0041.jpg,An American in Paris,Film Society,Pink,Screenprint,,,
GDA_Film_Society_2_A1_2-0042,GDA_Film_Society_2_A1_2-0042.jpg,Bicycle Thieves,Film Society,Orange,Screenprint,,,
GDA_Film_Society_2_A1_2-0043,GDA_Film_Society_2_A1_2-0043.jpg,Le Testament d'Orphee,Film Society,Purple,Screenprint,,Woodcork,
GDA_Film_Society_2_A1_2-0044,GDA_Film_Society_2_A1_2-0044.jpg,Traffic,Film Society,Blue,Offset,,,
GDA_Film_Society_2_A1_2-0045,GDA_Film_Society_2_A1_2-0045.jpg,Film Soc,Film Society,Brown,Screenprint,1961,,
GDA_Film_Society_2_A1_2-0046,GDA_Film_Society_2_A1_2-0046.jpg,At the Cinema,Film Society,White,Screenprint,,,
GDA_Film_Society_2_A1_2-0047,GDA_Film_Society_2_A1_2-0047.jpg,Our Man In Havana,Film Society,Image,Offset,1959,,
GDA_Film_Society_2_A1_2-0048,GDA_Film_Society_2_A1_2-0048.jpg,Summer Manoeuvres,Film Society,Orange,Screenprint,,,
GDA_Film_Society_2_A1_2-0049,GDA_Film_Society_2_A1_2-0049.jpg,Intolerance,Film Society,Blue,Screenprint,,,
GDA_Film_Society_2_A1_2-0050,GDA_Film_Society_2_A1_2-0050.jpg,Eight Shorts,Film Society,Orange,Offset,,,
GDA_Film_Society_2_A1_2-0051,GDA_Film_Society_2_A1_2-0051.jpg,Oh Dreamland,Film Society,White,Screenprint,1959,,
GDA_Film_Society_2_A1_2-0052,GDA_Film_Society_2_A1_2-0052.jpg,Murder Inc,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0053,GDA_Film_Society_2_A1_2-0053.jpg,Kanal,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0054,GDA_Film_Society_2_A1_2-0054.jpg,The Mill on the River,Film Society,Brown,Screenprint,,,
GDA_Film_Society_2_A1_2-0055,GDA_Film_Society_2_A1_2-0055.jpg,House of Bamboo,Film Society,Brown,Screenprint,,,
GDA_Film_Society_2_A1_2-0056,GDA_Film_Society_2_A1_2-0056.jpg,North by Northwest,Film Society,Orange,Screenprint,,,
GDA_Film_Society_2_A1_2-0057,GDA_Film_Society_2_A1_2-0057.jpg,The Savage Eye,Film Society,White,Screenprint,,John Fenton Brown,
GDA_Film_Society_2_A1_2-0058,GDA_Film_Society_2_A1_2-0058.jpg,The Naked City,Film Society,Black,Screenprint,1953,Jordan Searea,
GDA_Film_Society_2_A1_2-0059,GDA_Film_Society_2_A1_2-0059.jpg,Rashamon,Film Society,Brown,Screenprint,,,
GDA_Film_Society_2_A1_2-0060,GDA_Film_Society_2_A1_2-0060.jpg,The General Line,Film Society,White,Screenprint,,,
GDA_Film_Society_2_A1_2-0061,GDA_Film_Society_2_A1_2-0061.jpg,Films,Film Society,Brown,Screenprint,,,
GDA_Film_Society_2_A1_2-0062,GDA_Film_Society_2_A1_2-0062.jpg,Mother,Film Society,Brown,,1952,Bruce Lacey,
GDA_Film_Society_2_A1_2-0064,GDA_Film_Society_2_A1_2-0064.jpg,The Red Badge of Courage,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0065,GDA_Film_Society_2_A1_2-0065.jpg,The Grapes of Wrath,Film Society,Blue,Hand,,,
GDA_Film_Society_2_A1_2-0067,GDA_Film_Society_2_A1_2-0067.jpg,Los Golfos,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0068,GDA_Film_Society_2_A1_2-0068.jpg,The Navigator,Film Society,Orange,Screenprint,,,
GDA_Film_Society_2_A1_2-0070,GDA_Film_Society_2_A1_2-0070.jpg,The Balcony Sex,Film Society,Yellow,Screenprint,,,
GDA_Film_Society_2_A1_2-0073,GDA_Film_Society_2_A1_2-0073.jpg,The Imposter,Film Society,Brown,Screenprint,,,
GDA_Film_Society_2_A1_2-0074,GDA_Film_Society_2_A1_2-0074.jpg,Wosseck,Film Society,Brown,Screenprint,,,
GDA_Film_Society_2_A1_2-0075,GDA_Film_Society_2_A1_2-0075.jpg,A Night at the Opera,Film Society,Red,Linocut,,,
GDA_Film_Society_2_A1_2-0076,GDA_Film_Society_2_A1_2-0076.jpg,Quai des Orfevres,Film Society,White,Hand,1952,,
GDA_Film_Society_2_A1_2-0077,GDA_Film_Society_2_A1_2-0077.jpg,Threepenny Opera,Film Society,Brown,,,,
GDA_Film_Society_2_A1_2-0078,GDA_Film_Society_2_A1_2-0078.jpg,An Autumn Afternoon,Film Society,Orange,Screenprint,,,
GDA_Film_Society_2_A1_2-0083,GDA_Film_Society_2_A1_2-0083.jpg,Mahanagar,Film Society,Pink,Screenprint,,,
GDA_Film_Society_2_A1_2-0084,GDA_Film_Society_2_A1_2-0084.jpg,The Jewels of Madame de,Film Society,Yellow,Offset,,,
GDA_Film_Society_2_A1_2-0087,GDA_Film_Society_2_A1_2-0087.jpg,Lady in the Lake,Film Society,Green,Screenprint,,,
GDA_Film_Society_2_A1_2-0088,GDA_Film_Society_2_A1_2-0088.jpg,Quadrophenia,Film Society,Red,Screenprint,1979,,
GDA_Film_Society_2_A1_2-0091,GDA_Film_Society_2_A1_2-0091.jpg,The Giant of Marathon,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0093,GDA_Film_Society_2_A1_2-0093.jpg,Casanova,Film Society,White,Screenprint,,,
GDA_Film_Society_2_A1_2-0095,GDA_Film_Society_2_A1_2-0095.jpg,theatre de monsieur e madame Kabal,Film Society,Blue,Screenprint,,,
GDA_Film_Society_2_A1_2-0097,GDA_Film_Society_2_A1_2-0097.jpg,The Thing from Another World & Invaders from Mars,Film Society,Yellow,Screenprint,,,
GDA_Film_Society_2_A1_2-0099,GDA_Film_Society_2_A1_2-0099.jpg,Love Me Tender,Film Society,Green,Screenprint,,,
GDA_Film_Society_2_A1_2-0100,GDA_Film_Society_2_A1_2-0100.jpg,Love Me Tender,Film Society,Purple,Screenprint,,,
GDA_Film_Society_2_A1_2-0101,GDA_Film_Society_2_A1_2-0101.jpg,Cul-de-sac,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0102,GDA_Film_Society_2_A1_2-0102.jpg,Los Olvidados,Film Society,Yellow,Screenprint,,,
GDA_Film_Society_2_A1_2-0104,GDA_Film_Society_2_A1_2-0104.jpg,Babette's Feast & Tampopo,Film Society,White,Letterpress,1986,,
GDA_Film_Society_2_A1_2-0105,GDA_Film_Society_2_A1_2-0105.jpg,Suit,Film Society,Blue,Screenprint,,,
GDA_Film_Society_2_A1_2-0106,GDA_Film_Society_2_A1_2-0106.jpg,400 Blows,Film Society,White,Screenprint,,,
GDA_Film_Society_2_A1_2-0107,GDA_Film_Society_2_A1_2-0107.jpg,Cuba 1969,Film Society,Image,Offset,1969,,
GDA_Film_Society_2_A1_2-0108,GDA_Film_Society_2_A1_2-0108.jpg,Les Quatres Cents Coups,Film Society,Black,Screenprint,,,
GDA_Film_Society_2_A1_2-0109,GDA_Film_Society_2_A1_2-0109.jpg,The Left Handed Gun,Film Society,Black,Screenprint,,,
GDA_Film_Society_2_A1_2-0110,GDA_Film_Society_2_A1_2-0110.jpg,Orphee,Film Society,Purple,Screenprint,,,
GDA_Film_Society_2_A1_2-0111-1,GDA_Film_Society_2_A1_2-0111-1.jpg,The Witches of Salem,Film Society,Red,Screenprint,1969,,
GDA_Film_Society_2_A1_2-0112-1,GDA_Film_Society_2_A1_2-0112-1.jpg,Rio Bravo,Film Society,Black,Screenprint,,,
GDA_Film_Society_2_A1_2-0113-1,GDA_Film_Society_2_A1_2-0113-1.jpg,Cat People,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0114-1,GDA_Film_Society_2_A1_2-0114-1.jpg,Le Crime de Monsieur Lange,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0115-1,GDA_Film_Society_2_A1_2-0115-1.jpg,Throne of Blood,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0116-1,GDA_Film_Society_2_A1_2-0116-1.jpg,Zazie Dans le Metro,Film Society,Black,Screenprint,,,
GDA_Film_Society_2_A1_2-0117,GDA_Film_Society_2_A1_2-0117.jpg,Psycho,Film Society,Pink,Screenprint,,,
GDA_Film_Society_2_A1_2-0118,GDA_Film_Society_2_A1_2-0118.jpg,Have you got the Knack,Film Society,Yellow,Screenprint,1968,,
GDA_Film_Society_2_A1_2-0119,GDA_Film_Society_2_A1_2-0119.jpg,Taste the Blood of Dracula,Film Society,Red,Screenprint,,,
GDA_Film_Society_2_A1_2-0120,GDA_Film_Society_2_A1_2-0120.jpg,Black Orpheus,Film Society,Black,Screenprint,,,
GDA_Film_Society_2_A1_2-0122,GDA_Film_Society_2_A1_2-0122.jpg,The Organiser,Film Society,Brown,Screenprint,,,
GDA_Film_Society_2_A1_2-0123,GDA_Film_Society_2_A1_2-0123.jpg,La Notte,Film Society,Black,Screenprint,,,
GDA_Film_Society_2_A1_2-0124,GDA_Film_Society_2_A1_2-0124.jpg,Pandora's Box,Film Society,Green,Screenprint,,,
GDA_Film_Society_A1_1-0001,GDA_Film_Society_A1_1-0001.jpg,The Ipcress File,Film Society,Pink,Screenprint,,,
GDA_Film_Society_A1_1-0002,GDA_Film_Society_A1_1-0002.jpg,Orphee,Film Society,Green,Screenprint,,,
GDA_Film_Society_A1_1-0003,GDA_Film_Society_A1_1-0003.jpg,Oceans Eleven,Film Society,Green,Screenprint,,,
GDA_Film_Society_A1_1-0004,GDA_Film_Society_A1_1-0004.jpg,The Sun Shines Bright,Film Society,Orange,Screenprint,,,
GDA_Film_Society_A1_1-0005,GDA_Film_Society_A1_1-0005.jpg,3.10 To Yuma,Film Society,Orange,Screenprint,,,
GDA_Film_Society_A1_1-0006,GDA_Film_Society_A1_1-0006.jpg,Frank Sinatra,Film Society,White,Screenprint,,,
GDA_Film_Society_A1_1-0007,GDA_Film_Society_A1_1-0007.jpg,L'avventura,Film Society,White,Screenprint,1960,,
GDA_Film_Society_A1_1-0008,GDA_Film_Society_A1_1-0008.jpg,La Jettee,Film Society,White,Screenprint,1964,,
GDA_Film_Society_A1_1-0009,GDA_Film_Society_A1_1-0009.jpg,Jour De Fete,Film Society,White,Screenprint,,,
GDA_Film_Society_A1_1-0010,GDA_Film_Society_A1_1-0010.jpg,Picture Action,Film Society,Red,Screenprint,1963,Richard Doust,
GDA_Film_Society_A1_1-0011,GDA_Film_Society_A1_1-0011.jpg,Intolerance,Film Society,Purple,Letterpress,,,
GDA_Film_Society_A1_1-0012,GDA_Film_Society_A1_1-0012.jpg,Vivre sa Vie,Film Society,Multicoloured,Offset,1967,,
GDA_Film_Society_A1_1-0013,GDA_Film_Society_A1_1-0013.jpg,A Blond in Love plus Match Girl,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0014,GDA_Film_Society_A1_1-0014.jpg,Summer with Monica,Film Society,Blue,Offset,,,
GDA_Film_Society_A1_1-0015,GDA_Film_Society_A1_1-0015.jpg,One Eyed Jacks,Film Society,Orange,Screenprint,,,
GDA_Film_Society_A1_1-0016,GDA_Film_Society_A1_1-0016.jpg,Spivs,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0017,GDA_Film_Society_A1_1-0017.jpg,Memories of Underdevelopment,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0018,GDA_Film_Society_A1_1-0018.jpg,Waterloo 71,Film Society,Pink,Screenprint,1971,,
GDA_Film_Society_A1_1-0019,GDA_Film_Society_A1_1-0019.jpg,Joseph Killian,Film Society,Green,Offset,1963,,
GDA_Film_Society_A1_1-0020,GDA_Film_Society_A1_1-0020.jpg,Joseph Killian,Film Society,Red,Offset,1963,,
GDA_Film_Society_A1_1-0021,GDA_Film_Society_A1_1-0021.jpg,Les Carabiniers,Film Society,Multicoloured,Offset,1964,,
GDA_Film_Society_A1_1-0022,GDA_Film_Society_A1_1-0022.jpg,A Taste of Honey,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0023,GDA_Film_Society_A1_1-0023.jpg,Wozzeck,Film Society,Green,Screenprint,,,
GDA_Film_Society_A1_1-0024,GDA_Film_Society_A1_1-0024.jpg,Moana,Film Society,Gold,Screenprint,,,
GDA_Film_Society_A1_1-0025,GDA_Film_Society_A1_1-0025.jpg,Flying Down to Rio,Film Society,Blue,Screenprint,,Grope Stupe,
GDA_Film_Society_A1_1-0026,GDA_Film_Society_A1_1-0026.jpg,To Kill a Mockingbird,Film Society,Red,Screenprint,1969,,
GDA_Film_Society_A1_1-0027,GDA_Film_Society_A1_1-0027.jpg,Monsieur Vincent,Film Society,White,Screenprint,,,
GDA_Film_Society_A1_1-0028,GDA_Film_Society_A1_1-0028.jpg,Smiles of a Summer Night,Film Society,Orange,Letterpress,1957,,
GDA_Film_Society_A1_1-0029,GDA_Film_Society_A1_1-0029.jpg,Metro Polis,Film Society,Green,Letterpress,,,
GDA_Film_Society_A1_1-0030,GDA_Film_Society_A1_1-0030.jpg,All Reactionaries are Paper Tigers,Film Society,Pink,Offset,1969,,
GDA_Film_Society_A1_1-0031,GDA_Film_Society_A1_1-0031.jpg,Achtung,Film Society,White,Screenprint,,,
GDA_Film_Society_A1_1-0032,GDA_Film_Society_A1_1-0032.jpg,Hitlers Children,Film Society,Red,Screenprint,1970,,
GDA_Film_Society_A1_1-0033,GDA_Film_Society_A1_1-0033.jpg,Three Wise Guys,Film Society,Yellow,Screenprint,,,
GDA_Film_Society_A1_1-0034,GDA_Film_Society_A1_1-0034.jpg,A Programme of Shorts,Film Society,Red,Offset,,,
GDA_Film_Society_A1_1-0035,GDA_Film_Society_A1_1-0035.jpg,The Tin Star,Film Society,White,Screenprint,,,
GDA_Film_Society_A1_1-0036,GDA_Film_Society_A1_1-0036.jpg,Incident at Owl Creek,Film Society,Green,Screenprint,,,
GDA_Film_Society_A1_1-0037,GDA_Film_Society_A1_1-0037.jpg,The Rise and Fall of the City of Mahagonny,Film Society,Yellow,Hand,,,
GDA_Film_Society_A1_1-0038,GDA_Film_Society_A1_1-0038.jpg,The Old Man and the Sea,Film Society,Green,Screenprint,1964,,
GDA_Film_Society_A1_1-0039,GDA_Film_Society_A1_1-0039.jpg,Salvatore Giuliano,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0040,GDA_Film_Society_A1_1-0040.jpg,Disordly Orderly,Film Society,Pink,Screenprint,1964,,
GDA_Film_Society_A1_1-0041,GDA_Film_Society_A1_1-0041.jpg,"Hallelujah the Hills & The Critic, Two Men and a Wardrobe",Film Society,Blue,Screenprint,,,
GDA_Film_Society_A1_1-0042,GDA_Film_Society_A1_1-0042.jpg,Lord of the Flies,Film Society,Yellow,Screenprint,,,
GDA_Film_Society_A1_1-0043,GDA_Film_Society_A1_1-0043.jpg,Plan 9 from Outer Space,Film Society,Black,Screenprint,1959,Siobhan Noonam ,
GDA_Film_Society_A1_1-0044,GDA_Film_Society_A1_1-0044.jpg,Country Doctor,Film Society,Green,Hand,,Graham Clarke,
GDA_Film_Society_A1_1-0045,GDA_Film_Society_A1_1-0045.jpg,Felix Wins and Loses & Sousalito,Film Society,White,Hand,,,
GDA_Film_Society_A1_1-0046,GDA_Film_Society_A1_1-0046.jpg,Smiles of a Summer Night,Film Society,Red,Screenprint,1969,,
GDA_Film_Society_A1_1-0047,GDA_Film_Society_A1_1-0047.jpg,Peeping Tom,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0048,GDA_Film_Society_A1_1-0048.jpg,Book and Candle,Film Society,Red,Screenprint,,Peter Rea,
GDA_Film_Society_A1_1-0049,GDA_Film_Society_A1_1-0049.jpg,Alexander Nevsky,Film Society,Blue,Screenprint,,,
GDA_Film_Society_A1_1-0050,GDA_Film_Society_A1_1-0050.jpg,The Red Badge of Courage,Film Society,Black,Screenprint,,Micheal Danist,
GDA_Film_Society_A1_1-0051,GDA_Film_Society_A1_1-0051.jpg,The African Queen,Film Society,Yellow,Offset,,,
GDA_Film_Society_A1_1-0052,GDA_Film_Society_A1_1-0052.jpg,Kameradschaft,Film Society,Red,Offset,,,
GDA_Film_Society_A1_1-0053,GDA_Film_Society_A1_1-0053.jpg,Duped Till Doomsday,Film Society,Multicoloured,Hand,,,
GDA_Film_Society_A1_1-0054,GDA_Film_Society_A1_1-0054.jpg,The Blue Angel,Film Society,Purple,Letterpress,,,
GDA_Film_Society_A1_1-0055,GDA_Film_Society_A1_1-0055.jpg,Left Handed Gun,Film Society,Blue,Screenprint,,,
GDA_Film_Society_A1_1-0056,GDA_Film_Society_A1_1-0056.jpg,Ten Days to Die,Film Society,White,Letterpress,,,
GDA_Film_Society_A1_1-0057,GDA_Film_Society_A1_1-0057.jpg,There was a Crooked Man,Film Society,White,Screenprint,,,
GDA_Film_Society_A1_1-0058,GDA_Film_Society_A1_1-0058.jpg,The Criminal life of Archibold la Cruz,Film Society,White,Screenprint,,,
GDA_Film_Society_A1_1-0059,GDA_Film_Society_A1_1-0059.jpg,Hunger,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0060,GDA_Film_Society_A1_1-0060.jpg,The Four Horsemen of the Apocalypse,Film Society,Purple,Screenprint,,,
GDA_Film_Society_A1_1-0061,GDA_Film_Society_A1_1-0061.jpg,Cincinatti Kid,Film Society,Green,Screenprint,,,
GDA_Film_Society_A1_1-0062,GDA_Film_Society_A1_1-0062.jpg,Strange Incident,Film Society,Red,Hand,,,
GDA_Film_Society_A1_1-0063,GDA_Film_Society_A1_1-0063.jpg,Wozzeck,Film Society,Black,Letterpress,,,
GDA_Film_Society_A1_1-0064,GDA_Film_Society_A1_1-0064.jpg,Before the Revolution,Film Society,White,Letterpress,,,
GDA_Film_Society_A1_1-0065,GDA_Film_Society_A1_1-0065.jpg,Two Men and a Wardrobe,Film Society,Orange,Screenprint,,,
GDA_Film_Society_A1_1-0066,GDA_Film_Society_A1_1-0066.jpg,Wozzeck,Film Society,Pink,Screenprint,,,
GDA_Film_Society_A1_1-0067,GDA_Film_Society_A1_1-0067.jpg,The Connection,Film Society,Green,Screenprint,,,
GDA_Film_Society_A1_1-0068,GDA_Film_Society_A1_1-0068.jpg,The Phantom of the Opera,Film Society,Yellow,Screenprint,,,
GDA_Film_Society_A1_1-0069,GDA_Film_Society_A1_1-0069.jpg,Billy Bud,Film Society,Blue,Screenprint,,,
GDA_Film_Society_A1_1-0070,GDA_Film_Society_A1_1-0070.jpg,Lady in a cage & Simon of the Desert,Film Society,Green,Screenprint,1965,,
GDA_Film_Society_A1_1-0071,GDA_Film_Society_A1_1-0071.jpg,Dancing Cheek to Cheek,Film Society,White,Screenprint,,,
GDA_Film_Society_A1_1-0072,GDA_Film_Society_A1_1-0072.jpg,The Saragossa Manuscript,Film Society,White,Letterpress,,,
GDA_Film_Society_A1_1-0073,GDA_Film_Society_A1_1-0073.jpg,The Ghost That Never Returns,Film Society,Pink,Letterpress,,,
GDA_Film_Society_A1_1-0074,GDA_Film_Society_A1_1-0074.jpg,The Cabinet of Dr Caligari,Film Society,Pink,Letterpress,,,
GDA_Film_Society_A1_1-0075,GDA_Film_Society_A1_1-0075.jpg,Hotel Sahara,Film Society,Yellow,Offset,,,
GDA_Film_Society_A1_1-0076,GDA_Film_Society_A1_1-0076.jpg,Time in the Sun,Film Society,Brown,Letterpress,,,
GDA_Film_Society_A1_1-0077,GDA_Film_Society_A1_1-0077.jpg,Paths of Glory: the Invisible Menace,Film Society,White,Letterpress,,,
GDA_Film_Society_A1_1-0078,GDA_Film_Society_A1_1-0078.jpg,My Darling Clementine,Film Society,White,Letterpress,,,
GDA_Film_Society_A1_1-0079,GDA_Film_Society_A1_1-0079.jpg,Le Plaisir & The New Janitor,Film Society,Green,Letterpress,,,
GDA_Film_Society_A1_1-0080,GDA_Film_Society_A1_1-0080.jpg,Black God White Devil,Film Society,Yellow,Screenprint,,,
GDA_Film_Society_A1_1-0081,GDA_Film_Society_A1_1-0081.jpg,Yojimbo,Film Society,White,Offset,,,
GDA_Film_Society_A1_1-0082,GDA_Film_Society_A1_1-0082.jpg,A Night at the Opera,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0083,GDA_Film_Society_A1_1-0083.jpg,Born Yesterday,Film Society,White,Letterpress,,,
GDA_Film_Society_A1_1-0084,GDA_Film_Society_A1_1-0084.jpg,The Guns,Film Society,Green,Offset,1964,,
GDA_Film_Society_A1_1-0085,GDA_Film_Society_A1_1-0085.jpg,The Mattei Affair,Film Society,Black,Offset,,,
GDA_Film_Society_A1_1-0086,GDA_Film_Society_A1_1-0086.jpg,Joseph Andrews,Film Society,Purple,Offset,,,
GDA_Film_Society_A1_1-0087,GDA_Film_Society_A1_1-0087.jpg,Hitlers Children,Film Society,Green,Offset,1970,,
GDA_Film_Society_A1_1-0088,GDA_Film_Society_A1_1-0088.jpg,Artistes at the Big Top: Disorientated,Film Society,Orange,Screenprint,1968,Kevan Stafford,
GDA_Film_Society_A1_1-0089,GDA_Film_Society_A1_1-0089.jpg,Marx Brothers Go West,Film Society,Yellow,Screenprint,,,
GDA_Film_Society_A1_1-0090,GDA_Film_Society_A1_1-0090.jpg,Mother,Film Society,Blue,Screenprint,,,
GDA_Film_Society_A1_1-0091,GDA_Film_Society_A1_1-0091.jpg,Mill on Pablo Zerode,Film Society,White,Letterpress,,,
