id,filename,title,promoting,colour,process,year,designer,
GDA_Film_Society_A1_1-0092,GDA_Film_Society_A1_1-0092.jpg,Kanal,Film Society,Pink,Screenprint,,Brian Heyes,
GDA_Film_Society_A1_1-0093,GDA_Film_Society_A1_1-0093.jpg,I Vitelloni,Film Society,Blue,Screenprint,,,
GDA_Film_Society_A1_1-0094,GDA_Film_Society_A1_1-0094.jpg,Rocco and his Brothers,Film Society,Orange,Screenprint,,,
GDA_Film_Society_A1_1-0095,GDA_Film_Society_A1_1-0095.jpg,Hells Angels,Film Society,Orange,Screenprint,,,
GDA_Film_Society_A1_1-0096,GDA_Film_Society_A1_1-0096.jpg,October,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0097,GDA_Film_Society_A1_1-0097.jpg,Paths of Glory: the Invisible Menace,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0098,GDA_Film_Society_A1_1-0098.jpg,Les Yeux Sans Visage,Film Society,White,Offset,,,
GDA_Film_Society_A1_1-0099,GDA_Film_Society_A1_1-0099.jpg,Wild Strawberries,Film Society,Blue,Screenprint,,,
GDA_Film_Society_A1_1-0100,GDA_Film_Society_A1_1-0100.jpg,Sawdust & Tinsel,Film Society,Yellow,Screenprint,,,
GDA_Film_Society_A1_1-0101,GDA_Film_Society_A1_1-0101.jpg,La Strada,Film Society,Yellow,,,,
GDA_Film_Society_A1_1-0102,GDA_Film_Society_A1_1-0102.jpg,Go West,Film Society,Multicoloured,Screenprint,,,
GDA_Film_Society_A1_1-0103,GDA_Film_Society_A1_1-0103.jpg,Ustinov,Film Society,Black,Screenprint,,,
GDA_Film_Society_A1_1-0104,GDA_Film_Society_A1_1-0104.jpg,End as a Man,Film Society,White,Screenprint,,,
GDA_Film_Society_A1_1-0105,GDA_Film_Society_A1_1-0105.jpg,Tom Jones,Film Society,Pink,Offset,,,
GDA_Film_Society_A1_1-0106,GDA_Film_Society_A1_1-0106.jpg,Shadows,Film Society,Blue,,,,
GDA_Film_Society_A1_1-0107,GDA_Film_Society_A1_1-0107.jpg,Lolita,Film Society,Orange,Screenprint,,,
GDA_Film_Society_A1_1-0108,GDA_Film_Society_A1_1-0108.jpg,Point Blank,Film Society,Blue,Screenprint,,,
GDA_Film_Society_A1_1-0109,GDA_Film_Society_A1_1-0109.jpg,Lonely are the Brave,Film Society,Green,Screenprint,,,
GDA_Film_Society_A1_1-0110,GDA_Film_Society_A1_1-0110.jpg,Portrait of Jason,Film Society,Multicoloured,Offset,,,
GDA_Film_Society_A1_1-0111,GDA_Film_Society_A1_1-0111.jpg,The Pink Panther,Film Society,Pink,Screenprint,,,
GDA_Film_Society_A1_1-0112,GDA_Film_Society_A1_1-0112.jpg,The Fiends,Film Society,Blue,Screenprint,,,
GDA_Film_Society_A1_1-0113,GDA_Film_Society_A1_1-0113.jpg,The Haunting,Film Society,Black,Screenprint,,,
GDA_Film_Society_A1_1-0114,GDA_Film_Society_A1_1-0114.jpg,A Night to Remember,Film Society,Black,Screenprint,,,
GDA_Film_Society_A1_1-0115,GDA_Film_Society_A1_1-0115.jpg,Irma La Douche,Film Society,Black,Screenprint,,,
GDA_Film_Society_A1_1-0116,GDA_Film_Society_A1_1-0116.jpg,The Organiser,Film Society,Gold,Screenprint,,,
GDA_Film_Society_A1_1-0117,GDA_Film_Society_A1_1-0117.jpg,The Gervaise Sake,Film Society,Black,Screenprint,,,
GDA_Film_Society_A1_1-0118,GDA_Film_Society_A1_1-0118.jpg,Mouchette,Film Society,Black,Offset,,Phillipe Pham,
GDA_Film_Society_A1_1-0119,GDA_Film_Society_A1_1-0119.jpg,The Cranes are Flying,Film Society,Black,Screenprint,1966,,
GDA_Film_Society_A1_1-0120,GDA_Film_Society_A1_1-0120.jpg,Les Quatres Cents Coups,Film Society,Black,Offset,,,
GDA_Film_Society_A1_1-0121,GDA_Film_Society_A1_1-0121.jpg,Death of a Salesman,Film Society,Black,Screenprint,,John Fenton Brown,
GDA_Film_Society_A1_1-0122,GDA_Film_Society_A1_1-0122.jpg,Plan 9 from Outer Space,Film Society,Black,Offset,,,
GDA_Film_Society_A1_1-0123,GDA_Film_Society_A1_1-0123.jpg,Shoot the Pianist,Film Society,Black,Screenprint,,,
GDA_Film_Society_A1_1-0124,GDA_Film_Society_A1_1-0124.jpg,Scarface,Film Society,Black,Screenprint,,,
GDA_Film_Society_A1_1-0125,GDA_Film_Society_A1_1-0125.jpg,Dr Strangelove,Film Society,Red,Screenprint,,,
GDA_Film_Society_A1_1-0126,GDA_Film_Society_A1_1-0126.jpg,The Treasure of Sierra Madre,Film Society,Black,Screenprint,,,
GDA_Film_Society_A1_1-0127,GDA_Film_Society_A1_1-0127.jpg,Singing in the Rain,Film Society,Red,Letterpress,,,
GDA_Al_Rees-0002,GDA_Al_Rees-0002.jpg,Going Places,Film Society,Image,Offset,,,
GDA_Al_Rees-0004,GDA_Al_Rees-0004.jpg,Al Rees,Film Society,Image,Offset,1998,,
GDA_Al_Rees-0007,GDA_Al_Rees-0007.jpg,Documentary Cinema,Film Society,Red,Offset,,,
GDA_Al_Rees-0008,GDA_Al_Rees-0008.jpg,Make it Abstract,Film Society,Multicoloured,Offset,,,
GDA_Al_Rees-0009,GDA_Al_Rees-0009.jpg,Matrix,Film Society,Yellow,Offset,,,
GDA_Al_Rees-0010,GDA_Al_Rees-0010.jpg,Gender & Cinema,Film Society,Black,Offset,,,
GDA_Al_Rees-0011,GDA_Al_Rees-0011.jpg,Joan Jonas,Film Society,Orange,Digital,2003,Stinson Squeeze,
GDA_Al_Rees-0013,GDA_Al_Rees-0013.jpg,Film Seminar,Film Society,Blue,Offset,1998,,
GDA_Al_Rees-0015,GDA_Al_Rees-0015.jpg,Gender & Cinema,Film Society,Image,Offset,1997,Chiara Grandesso & Harm Hoogland,
GDA_Al_Rees-0016,GDA_Al_Rees-0016.jpg,Dancing in the Dark,Film Society,White,Offset,1991,Ursula Dahmen,
GDA_Al_Rees-0017,GDA_Al_Rees-0017.jpg,Telling Tales,Film Society,Black,Offset,1991,Ursula Dahmen,
GDA_ARK_posters-0002,GDA_ARK_posters-0002.jpg,New Look Ark on Illustration,ARK Magazine,White,,,,
GDA_ARK_posters-0003,GDA_ARK_posters-0003.jpg,The journal of the RCA,ARK Magazine,Red,Screenprint,,,
GDA_ARK_posters-0004,GDA_ARK_posters-0004.jpg,ARK 39,ARK Magazine,Image,Offset,,,
GDA_ARK_posters-0005,GDA_ARK_posters-0005.jpg,ARK 23,ARK Magazine,Red,Offset,,,
GDA_ARK_posters-0006,GDA_ARK_posters-0006.jpg,The journal of the RCA,ARK Magazine,Multicoloured,Screenprint,,,
GDA_ARK_posters-0008,GDA_ARK_posters-0008.jpg,ARK 29,ARK Magazine,White,Screenprint,,,
GDA_ARK_posters-0009,GDA_ARK_posters-0009.jpg,ARK 30,ARK Magazine,Blue,Screenprint,,,
GDA_ARK_posters-0010,GDA_ARK_posters-0010.jpg,ARK 16,ARK Magazine,Red,Screenprint,,,
GDA_ARK_posters-0011,GDA_ARK_posters-0011.jpg,ARK 32,ARK Magazine,Blue,Screenprint,1962,,
GDA_ARK_posters-0012,GDA_ARK_posters-0012.jpg,Ark Changes Shape,ARK Magazine,Multicoloured,Screenprint,,,
GDA_ARK_posters-0013,GDA_ARK_posters-0013.jpg,HAVE IMAGE WILL TRAVEL,ARK Magazine,Black,Screenprint,,,
GDA_ARK_posters-0014,GDA_ARK_posters-0014.jpg,ARK 51,ARK Magazine,Black,Screenprint,,,
GDA_Events_Lectures_A2-0002,GDA_Events_Lectures_A2-0002.jpg,Cultural History,Lectures,Multicoloured,Hand,1988,,
GDA_Events_Lectures_A2-0003,GDA_Events_Lectures_A2-0003.jpg,British Design in Japan,Lectures,White,Screenprint,,,
GDA_Events_Lectures_A2-0004,GDA_Events_Lectures_A2-0004.jpg,Planet Earth: Need we Bother,Lectures,Blue,Screenprint,,,
GDA_Events_Lectures_A2-0005,GDA_Events_Lectures_A2-0005.jpg,Open Day,Lectures,Brown,Screenprint,,,
GDA_Events_Lectures_A2-0006,GDA_Events_Lectures_A2-0006.jpg,Writing Developments,Lectures,Purple,Screenprint,,,
GDA_Events_Lectures_A2-0007,GDA_Events_Lectures_A2-0007.jpg,Visual Arts Administration,Lectures,Blue,Digital,2000,Herman Lelie,
GDA_Events_Lectures_A2-0008,GDA_Events_Lectures_A2-0008.jpg,Estranget Men,Lectures,White,Screenprint,1989,Robert Mills,
GDA_Events_Lectures_A2-0009,GDA_Events_Lectures_A2-0009.jpg,Drawing at the ZOo,Lectures,Red,Screenprint,,John Loader,
GDA_Events_Lectures_A2-0010,GDA_Events_Lectures_A2-0010.jpg,RCA Prospectus,Lectures,Blue,Offset,1987,,
GDA_Events_Lectures_A2-0011,GDA_Events_Lectures_A2-0011.jpg,Across CHS,Lectures,Multicoloured,Digital,2017,,
GDA_Events_Lectures_A2-0012,GDA_Events_Lectures_A2-0012.jpg,Explicit Demands,Lectures,Blue,Risograph,2016,,
GDA_Events_Lectures_A2-0013,GDA_Events_Lectures_A2-0013.jpg,Design Research,Lectures,Blue,Screenprint,1979,Bruce Bentz,
GDA_Events_Lectures_A2-0014,GDA_Events_Lectures_A2-0014.jpg,British school at Rome,Lectures,Image,Offset,1983,Wilde,
GDA_Events_Lectures_A2-0015,GDA_Events_Lectures_A2-0015.jpg,British school at Rome,Lectures,Yellow,Offset,1982,Robert Jones,
GDA_Events_Lectures_A2-0016,GDA_Events_Lectures_A2-0016.jpg,RCA Folio Society Show,Lectures,White,Screenprint,1986,,
GDA_Events_Lectures_A2-0017,GDA_Events_Lectures_A2-0017.jpg,Giovanni Pisano,Lectures,Yellow,Letterpress,,,
GDA_Events_Lectures_A2-0018,GDA_Events_Lectures_A2-0018.jpg,British school at Rome,Lectures,Blue,Screenprint,1985,Tony,
GDA_Events_Lectures_A2-0019,GDA_Events_Lectures_A2-0019.jpg,Good Neighbours,Lectures,Yellow,Screenprint,1966,,
GDA_Events_Lectures_A2-0020,GDA_Events_Lectures_A2-0020.jpg,British school at Rome,Lectures,Red,Screenprint,1986,Hilary Daltry & Kathryn Largey,
GDA_Events_Lectures_A2-0021,GDA_Events_Lectures_A2-0021.jpg,Recital Poetry,Lectures,Purple,Screenprint,,,
GDA_Events_Lectures_A2-0022,GDA_Events_Lectures_A2-0022.jpg,Cubism in Architecture and Design,Lectures,Red,Offset,1979,,
GDA_Events_Lectures_A2-0023,GDA_Events_Lectures_A2-0023.jpg,Notice,Lectures,Red,Offset,,,
GDA_Events_Lectures_A2-0024,GDA_Events_Lectures_A2-0024.jpg,Junk and the New Arts & Crafts Movement,Lectures,Red,Screenprint,,,
GDA_Events_Lectures_A2-0025,GDA_Events_Lectures_A2-0025.jpg,American Art After Andre,Lectures,Black,Screenprint,,,
GDA_Events_Lectures_A2-0026,GDA_Events_Lectures_A2-0026.jpg,RCATV,Lectures,Red,Screenprint,1970,,
GDA_Events_Lectures_A2-0027,GDA_Events_Lectures_A2-0027.jpg,You're on your own,Lectures,Multicoloured,Screenprint,1977,,
GDA_Events_Lectures_A2-0028,GDA_Events_Lectures_A2-0028.jpg,Its Wycoon Teek,Lectures,White,Screenprint,,,
GDA_Events_Lectures_A2-0029,GDA_Events_Lectures_A2-0029.jpg,Personal Views,Lectures,Red,,,Suzi Godson,
GDA_Events_Lectures_A2-0030,GDA_Events_Lectures_A2-0030.jpg,Into the Flux,Lectures,Image,Offset,,,
GDA_Events_Lectures_A2-0031,GDA_Events_Lectures_A2-0031.jpg,Angela Davis & Reggae,Lectures,White,Screenprint,,,
GDA_Events_Lectures_A2-0032,GDA_Events_Lectures_A2-0032.jpg,Poetry Recital,Lectures,Purple,Screenprint,,,
GDA_Events_Lectures_A2-0033,GDA_Events_Lectures_A2-0033.jpg,British School at Rome,Lectures,Green,Screenprint,1961,,
GDA_Events_Lectures_A2-0034,GDA_Events_Lectures_A2-0034.jpg,British School at Rome,Lectures,Purple,Screenprint,1962,,
GDA_Events_Lectures_A2-0035,GDA_Events_Lectures_A2-0035.jpg,ISFF72,Lectures,Grey,Screenprint,,,
GDA_Events_Lectures_A2-0036,GDA_Events_Lectures_A2-0036.jpg,Screenprint,Lectures,Multicoloured,Offset,,,
GDA_Events_Lectures_A2-0037,GDA_Events_Lectures_A2-0037.jpg,Everyman,Lectures,Orange,Screenprint,,,
GDA_Events_Lectures_A2-0038,GDA_Events_Lectures_A2-0038.jpg,Swiss Typography,Lectures,Blue,Screenprint,,,
GDA_Events_Lectures_A2-0039,GDA_Events_Lectures_A2-0039.jpg,Slides of New York,Lectures,Image,Offset,1978,,
GDA_Events_Lectures_A2-0040,GDA_Events_Lectures_A2-0040.jpg,Lecture and Demonstration by the London Contemporary Dance Group,Lectures,Image,Offset,,,
GDA_Events_Lectures_A2-0041,GDA_Events_Lectures_A2-0041.jpg,Fashion Degree Show,Lectures,Blue,Screenprint,1991,,
GDA_Events_Lectures_A2-0042,GDA_Events_Lectures_A2-0042.jpg,Systematic Research into the Possibilities,Lectures,Grey,Screenprint,,,
GDA_Events_Lectures_A2-0044,GDA_Events_Lectures_A2-0044.jpg,3 Years in...,Lectures,Green,Screenprint,,,
GDA_Events_Lectures_A2-0045,GDA_Events_Lectures_A2-0045.jpg,Astrology and Images of the Psyche,Lectures,Blue,Screenprint,,,
GDA_Events_Lectures_A2-0046,GDA_Events_Lectures_A2-0046.jpg,Hofdaletur,Lectures,Yellow,Screenprint,,,
GDA_Events_Lectures_A2-0047,GDA_Events_Lectures_A2-0047.jpg,While you're under this roof,Lectures,Blue,Screenprint,1998,,
GDA_Events_Lectures_A2-0048,GDA_Events_Lectures_A2-0048.jpg,Industrial Design,Lectures,Orange,Offset,,Peter Willberg,
GDA_Events_Lectures_A2-0049,GDA_Events_Lectures_A2-0049.jpg,Call for Work,Lectures,Blue,Screenprint,,,
GDA_Events_Lectures_A2-0050,GDA_Events_Lectures_A2-0050.jpg,Alexander Pope,Lectures,Yellow,Screenprint,,,
GDA_Events_Lectures_A2-0051,GDA_Events_Lectures_A2-0051.jpg,Design Age Competition,Lectures,Red,Offset,1999,Miho Tanaka,
GDA_Events_Lectures_A2-0052,GDA_Events_Lectures_A2-0052.jpg,Geoffrey Grigson,Lectures,Pink,Screenprint,,,
GDA_Events_Lectures_A2-0053,GDA_Events_Lectures_A2-0053.jpg,Call for Entries,Lectures,Red,Screenprint,1987,Ashley Carter,
GDA_Events_Lectures_A2-0054,GDA_Events_Lectures_A2-0054.jpg,Bruno Monguzzi,Lectures,Blue,Screenprint,2008,,
GDA_Events_Lectures_A2-0055,GDA_Events_Lectures_A2-0055.jpg,British School at Rome,Lectures,Blue,Screenprint,1982,,
GDA_Events_Lectures_A2-0056,GDA_Events_Lectures_A2-0056.jpg,Modern Art and its Enemies,Lectures,Purple,Screenprint,1980,,
GDA_Events_Lectures_A2-0058,GDA_Events_Lectures_A2-0058.jpg,Hand and Compass,Lectures,Red,Screenprint,1981,,
GDA_Events_Lectures_A2-0059,GDA_Events_Lectures_A2-0059.jpg,Disarmament and the Pugwash Conferences,Lectures,Yellow,Screenprint,,,
GDA_Events_Lectures_A2-0060,GDA_Events_Lectures_A2-0060.jpg,Postgraduate design Studies,Lectures,White,Screenprint,1980,,
GDA_Events_Lectures_A2-0062,GDA_Events_Lectures_A2-0062.jpg,Joan Smith Talks,Lectures,Image,Offset,1991,,
GDA_Events_Lectures_A2-0063,GDA_Events_Lectures_A2-0063.jpg,Malcolm Quinn Cartography Liminality,Lectures,White,Screenprint,1996,,
GDA_Events_Lectures_A2-0066,GDA_Events_Lectures_A2-0066.jpg,Are we safe in their hands?,Lectures,Yellow,Screenprint,1989,Robert Mills,
GDA_Events_Lectures_A2-0067,GDA_Events_Lectures_A2-0067.jpg,What can each of us do?,Lectures,Blue,Screenprint,1989,Robert Mills,
GDA_Events_Lectures_A2-0068,GDA_Events_Lectures_A2-0068.jpg,Artists and the Natural World,Lectures,Blue,Screenprint,,Suzi Godson,
GDA_Events_Lectures_A2-0069,GDA_Events_Lectures_A2-0069.jpg,Symbolism in Indian Painting,Lectures,Red,Screenprint,,,
GDA_Events_Lectures_A2-0070,GDA_Events_Lectures_A2-0070.jpg,Arthur Mizener,Lectures,Black,Screenprint,,,
GDA_Events_Lectures_A2-0072,GDA_Events_Lectures_A2-0072.jpg,Richard Findlater,Lectures,Red,Screenprint,,,
GDA_Events_Lectures_A2-0073,GDA_Events_Lectures_A2-0073.jpg,Chaucer,Lectures,Green,Screenprint,,,
GDA_Events_Lectures_A2-0074,GDA_Events_Lectures_A2-0074.jpg,The Marriage of Art & Architecture,Lectures,Red,Screenprint,1981,,
GDA_Events_Lectures_A2-0075,GDA_Events_Lectures_A2-0075.jpg,Einstein,Lectures,Yellow,Screenprint,,,
GDA_Events_Lectures_A2-0076,GDA_Events_Lectures_A2-0076.jpg,Karl Marx,Lectures,Red,,,,
GDA_Events_Lectures_A2-0077,GDA_Events_Lectures_A2-0077.jpg,Charles Darwin,Lectures,Brown,,,,
GDA_Events_Lectures_A2-0078,GDA_Events_Lectures_A2-0078.jpg,Four American Writers,Lectures,Red,Screenprint,,,
GDA_Events_Lectures_A2-0079,GDA_Events_Lectures_A2-0079.jpg,James Joyce,Lectures,Green,Screenprint,,,
GDA_Events_Lectures_A2-0080,GDA_Events_Lectures_A2-0080.jpg,Freud,Lectures,Blue,Screenprint,,,
GDA_Events_Lectures_A2-0081,GDA_Events_Lectures_A2-0081.jpg,War and Peace,Lectures,Blue,Screenprint,,,
GDA_Events_Lectures_A2-0082,GDA_Events_Lectures_A2-0082.jpg,Poetry Recital,Lectures,Green,Screenprint,,,
GDA_Events_Lectures_A2-0083,GDA_Events_Lectures_A2-0083.jpg,Poetry Recital,Lectures,Purple,Letterpress,,,
GDA_Events_Lectures_A2-0084,GDA_Events_Lectures_A2-0084.jpg,Four American Writers,Lectures,Brown,Letterpress,,,
GDA_Events_Lectures_A2-0085,GDA_Events_Lectures_A2-0085.jpg,Three Lectures by Basil Taylor,Lectures,Orange,Screenprint,,Celia Young,
GDA_Events_Lectures_A2-0086,GDA_Events_Lectures_A2-0086.jpg,The Song of Roland,Lectures,Red,Screenprint,,,
GDA_Events_Lectures_A2-0087,GDA_Events_Lectures_A2-0087.jpg,Under Milk Wood ,Lectures,Blue,Screenprint,,,
GDA_Events_Lectures_A2-0088,GDA_Events_Lectures_A2-0088.jpg,Douglas Cooper,Lectures,Yellow,Hand,1951,,
GDA_Events_Lectures_A2-0090,GDA_Events_Lectures_A2-0090.jpg,An Artist in Greece,Lectures,Orange,Screenprint,1952,,
GDA_Events_Lectures_A2-0091,GDA_Events_Lectures_A2-0091.jpg,Don Quixote,Lectures,Blue,Screenprint,,,
GDA_Events_Lectures_A2-0092,GDA_Events_Lectures_A2-0092.jpg,Two Lectures by S.W.Hayter,Lectures,Red,Screenprint,,,
GDA_Events_Lectures_A2-0093,GDA_Events_Lectures_A2-0093.jpg,RCA Cycling Club,Lectures,Red,Screenprint,,,
GDA_Events_Lectures_A2-0094,GDA_Events_Lectures_A2-0094.jpg,Contemporary Criticism in the Visual Arts,Lectures,Red,,,,
GDA_Events_Lectures_A2-0095,GDA_Events_Lectures_A2-0095.jpg,24 Hours of Unseen American Television,Lectures,Yellow,Screenprint,,,
GDA_Events_Lectures_A2-0096,GDA_Events_Lectures_A2-0096.jpg,Poetry Recital,Lectures,Red,Screenprint,,,
GDA_Events_Lectures_A2-0097,GDA_Events_Lectures_A2-0097.jpg,Peter Cohen on Karl Marx,Lectures,Orange,Screenprint,,,
GDA_Events_Lectures_A2-0098,GDA_Events_Lectures_A2-0098.jpg,Jonathan Rosen,Lectures,Image,Offset,,,
GDA_Events_Lectures_A2-0099,GDA_Events_Lectures_A2-0099.jpg,Jonathan Rosen,Lectures,Red,Offset,,,
GDA_Events_Lectures_A2-0100,GDA_Events_Lectures_A2-0100.jpg,British School at Rome,Lectures,Green,Offset,1979,,
GDA_Events_Lectures_A2-0101,GDA_Events_Lectures_A2-0101.jpg,British School at Rome,Lectures,Orange,Offset,1981,,
GDA_Events_Lectures_A2-0102,GDA_Events_Lectures_A2-0102.jpg,Double Talk,Lectures,Purple,Offset,,,
GDA_Events_Lectures_A2-0103,GDA_Events_Lectures_A2-0103.jpg,Performance ,Lectures,Blue,Offset,,,
GDA_Events_Lectures_A2-0105,GDA_Events_Lectures_A2-0105.jpg,Colour Laser Copier in the RCA,Lectures,Multicoloured,Offset,,Csaba Pysztor,
GDA_Events_Lectures_A2-0106,GDA_Events_Lectures_A2-0106.jpg,The Artists Cookbook,Lectures,Multicoloured,Offset,,John Piper,
GDA_Events_Lectures_A2-0107,GDA_Events_Lectures_A2-0107.jpg,What can each of us do?,Lectures,Purple,Offset,,,
GDA_Events_Lectures_A2-0109,GDA_Events_Lectures_A2-0109.jpg,Edward Bawden,Lectures,Red,Screenprint,1998,,
GDA_Events_Lectures_A2-0110,GDA_Events_Lectures_A2-0110.jpg,A Small Nature Reserve,Lectures,Red,Screenprint,1989,,
GDA_Events_Lectures_A2-0112,GDA_Events_Lectures_A2-0112.jpg,Contemporary Views,Lectures,Green,Letterpress,,Jorg Willisch,
GDA_Events_Lectures_A2-0113,GDA_Events_Lectures_A2-0113.jpg,Leonard McCombe Masterclass,Lectures,White,Screenprint,,,
GDA_Events_Lectures_A2-0114,GDA_Events_Lectures_A2-0114.jpg,Painting thr Town,Lectures,Multicoloured,Offset,,,
GDA_Events_Lectures_A2-0115,GDA_Events_Lectures_A2-0115.jpg,Black Make Before and After,Lectures,Image,Offset,1995,"Andres Serrano, Nomads (curtis)",
GDA_Events_Lectures_A2-0116,GDA_Events_Lectures_A2-0116.jpg,Gerado Mosquera,Lectures,Orange,Offset,1992,Carlos Capelan,
GDA_Events_Lectures_A2-0117,GDA_Events_Lectures_A2-0117.jpg,Contemporary Views,Lectures,Yellow,Letterpress,,Jorg Willisch,
GDA_Events_Lectures_A2-0118,GDA_Events_Lectures_A2-0118.jpg,David Hockney talks about drawing,Lectures,Multicoloured,Offset,1995,,
GDA_Events_Lectures_A2-0119,GDA_Events_Lectures_A2-0119.jpg,Can Design Help ,Lectures,Green,Offset,,Mick Manning,
GDA_Events_Lectures_A2-0120,GDA_Events_Lectures_A2-0120.jpg,Supermarket Oak Tree British Rail Queen Fire,Lectures,Yellow,Offset,,Suzi Godson,
GDA_Events_Lectures_A2-0121,GDA_Events_Lectures_A2-0121.jpg,Cultural History,Lectures,Multicoloured,Offset,1988,,
GDA_Events_Lectures_A2-0122,GDA_Events_Lectures_A2-0122.jpg,Ceramics & Glass Dept Christmas Sale,Lectures,White,Offset,1990,Toffee Hammer Production,
GDA_Events_Lectures_A2-0123,GDA_Events_Lectures_A2-0123.jpg,Ceramics & Glass Dept Christmas Sale,Lectures,White,Offset,1990,Toffee Hammer Production,
GDA_Events_Lectures_A2-0124,GDA_Events_Lectures_A2-0124.jpg,Hear Personal Views Here,Lectures,Blue,Screenprint,,Suzi Godson,
GDA_Events_Lectures_A2-0125,GDA_Events_Lectures_A2-0125.jpg,Life Support,Lectures,Green,Screenprint,,,
GDA_Events_Lectures_A2-0126,GDA_Events_Lectures_A2-0126.jpg,Gender & Cinema,Lectures,Black,Offset,,,
GDA_Events_Lectures_A2-0127,GDA_Events_Lectures_A2-0127.jpg,Computer Images,Lectures,Black,Offset,1981,,
GDA_Events_Lectures_A2-0128,GDA_Events_Lectures_A2-0128.jpg,News Sheet,Lectures,White,Offset,,,
GDA_Events_Lectures_A2-0130,GDA_Events_Lectures_A2-0130.jpg,Paul Shaw,Lectures,Black,Screenprint,,SW/HK,
GDA_Events_Lectures_A2-0131,GDA_Events_Lectures_A2-0131.jpg,The Destruction of the Red Indian Way of Life,Lectures,Yellow,Screenprint,,,
GDA_Events_Lectures_A2-0132,GDA_Events_Lectures_A2-0132.jpg,International Drawing Workshop,Lectures,Red,Offset,,,
GDA_Events_Lectures_A2-0133,GDA_Events_Lectures_A2-0133.jpg,Art Bar Design Competition,Lectures,Black,Screenprint,,,
GDA_Events_Lectures_A2-0134,GDA_Events_Lectures_A2-0134.jpg,The Story of Man's Estrangement from Nature,Lectures,Blue,Screenprint,1988,,
GDA_Exhibitions_A1_3-0001,GDA_Exhibitions_A1_3-0001.jpg,Make or Break,Exhibitions,Yellow,Screenprint,1946,Jackie Warner,
GDA_Exhibitions_A1_3-0002,GDA_Exhibitions_A1_3-0002.jpg,The Count of Plastic Kettles,Exhibitions,White,Screenprint,1992,,
GDA_Exhibitions_A1_3-0003,GDA_Exhibitions_A1_3-0003.jpg,The Best of British Design and Art Direction,Exhibitions,Purple,Screenprint,1989,,
GDA_Exhibitions_A1_3-0004,GDA_Exhibitions_A1_3-0004.jpg,The Great Engineers,Exhibitions,Yellow,Offset,1987, ,
GDA_Exhibitions_A1_3-0005,GDA_Exhibitions_A1_3-0005.jpg,The Thirties and After,Exhibitions,Red,Offset,,,
GDA_Exhibitions_A1_3-0006,GDA_Exhibitions_A1_3-0006.jpg,John Minton,Exhibitions,Multicoloured,Offset,1994,,
GDA_Exhibitions_A1_3-0007,GDA_Exhibitions_A1_3-0007.jpg,Lift,Exhibitions,Black,Screenprint,,,
GDA_Exhibitions_A1_3-0008,GDA_Exhibitions_A1_3-0008.jpg,BBPR Milanese Architexts,Exhibitions,Black,Screenprint,,,
GDA_Exhibitions_A1_3-0009,GDA_Exhibitions_A1_3-0009.jpg,Anthony Whishaw,Exhibitions,Image,Offset,1994,,
GDA_Exhibitions_A1_3-0010,GDA_Exhibitions_A1_3-0010.jpg,Roberto Burle Marx,Exhibitions,Black,Screenprint,1982,,
GDA_Exhibitions_A1_3-0011,GDA_Exhibitions_A1_3-0011.jpg,Artist's Choice,Exhibitions,Multicoloured,Offset,1987,,
GDA_Exhibitions_A1_3-0012,GDA_Exhibitions_A1_3-0012.jpg,71 Masters Show,Exhibitions,White,Offset,1971,,
GDA_Exhibitions_A1_3-0013,GDA_Exhibitions_A1_3-0013.jpg,Chris Garnham,Exhibitions,White,Offset,1990,,
GDA_Exhibitions_A1_3-0014,GDA_Exhibitions_A1_3-0014.jpg,Sculpture School Degree Show ,Exhibitions,Black,Offset,1987,,
GDA_Exhibitions_A1_3-0015,GDA_Exhibitions_A1_3-0015.jpg,Degree Shows,Exhibitions,Image,Offset,1988,Peter. C / Flors A.W / Peter W,
GDA_Exhibitions_A1_3-0016,GDA_Exhibitions_A1_3-0016.jpg,Norway SW7,Exhibitions,Image,Offset,1973,,
GDA_Exhibitions_A1_3-0017,GDA_Exhibitions_A1_3-0017.jpg,Paula Rego,Exhibitions,Image,Offset,1988,,
GDA_Exhibitions_A1_3-0018,GDA_Exhibitions_A1_3-0018.jpg,150 Anniversary Exhibition,Exhibitions,White,,1987,Derek Birdsall,
GDA_Exhibitions_A1_3-0020,GDA_Exhibitions_A1_3-0020.jpg,Shells of Thought,Exhibitions,Red,Offset,1999,,
GDA_Exhibitions_A1_3-0021,GDA_Exhibitions_A1_3-0021.jpg,Exhibition Road,Exhibitions,Multicoloured,Offset,1988,,
GDA_Exhibitions_A1_3-0022,GDA_Exhibitions_A1_3-0022.jpg,100 Years of the RCA,Exhibitions,Green,Screenprint,1996,Russell Warren Fischer,
GDA_Exhibitions_A1_3-0023,GDA_Exhibitions_A1_3-0023.jpg,Johnston,Exhibitions,Red,Screenprint,1972,,
GDA_Exhibitions_A1_3-0024,GDA_Exhibitions_A1_3-0024.jpg,New Contemporaries,Exhibitions,Blue,Offset,1979,,
GDA_Exhibitions_A1_3-0028,GDA_Exhibitions_A1_3-0028.jpg,Ceremonial Robes,Exhibitions,Yellow,,,,
